FullName|Reputation|Answers|Questions|PeopleReached|Location|Github|Membership|Tags
CanSpice|'29210'|334||334.0m|Vancouver, British Columbia, Canada||9 years, 9 months|perl, regex, java, c#, php, sql
bentford|'28643'|81||10.0m|Gresham, OR||11 years, 10 months|ios, iphone
andrewdotn|'25751'|264||264.7m|Calgary, Canada|ndrewdotn|11 years, 8 months|shell, bash, linux, python, macos, java
providence|'24653'||||||9 years, 3 months|android, ruby, java
arturomp|'24362'||||||9 years, 4 months|python, nlp, nltk, wordnet, macos
sateesh|'23553'|211||211.3m|Bangalore, India||11 years, 4 months|java, python, pyqt, oop, list, perl
Paul Ogilvie|'22347'||||Netherlands||6 years, 5 months|c, arrays, pointers, c++, vba, excel
JMM|'21056'|266||266.0m||mm|8 years, 7 months|reactjs, gulp
tig|'18848'|57||55.5m|Hamburg, Germany|oy||ruby, cocoa, git, commit
grc|'18315'|206||206.5m|Sydney, Australia||9 years, 3 months|css, html, python, jquery
Litherum|'17703'||||||10 years, 11 months|opengl-es, opengl, c, cocoa, opencl, macos
Mike Wise|'17095'|393||37.3m|Frankfurt and Seattle||6 years, 2 months|r, ggplot2, shiny, plot
Martin Ongtangco|'16739'|56||125.6m|||10 years, 9 months|c#, asp.net, ajax, jquery, asmx
Lee Netherton|'16628'|120||25.6m|London|tn||git, linux, bash, sed, shell, python
Trevor Norris|'16241'|65||14.3m|Salt Lake City, UT, United States|revnorris|9 years, 4 months|git, merge, rebase, node.js, github
mschmoock|'15588'|45||45.3m|Germany||8 years, 10 months|json, c#, .net, jquery, android, c++
wflynny|'14236'|254||13.4m||flynny|7 years, 9 months|python, numpy, arrays, matrix, pandas
Delgan|'13010'||||France|||python, jquery, html
Ashesh|'11019'||||||11 years, 8 months|iis-6
Alan Gutierrez|'10941'||||New Orleans, LA|||unix, shell, sh, xml
Wallace Kelly|'9849'||||Washington, DC, USA||10 years, 9 months|f#, .net, c#, wpf, .net-core
Matthieu Moy|'9684'||||Lyon, France|oy||git, python, github, docker, shell
refactor|'8264'||||||6 years, 9 months|angular, ngrx, node.js, angularjs
Aliceljm|'7543'||||||7 years, 9 months|byte, ffmpeg, video, c++
hannes neukermans|'6492'||||||5 years, 2 months|angular, webpack, signalr
Aaqib|'5837'||||London, United Kingdom|aqibkhaan|3 years, 9 months|reactjs, webpack, redux
JayD|'4903'||||||5 years, 3 months|android, node.js, phantomjs
BrianScottK|'3829'||||New York, United States||7 years, 10 months|windows, git, upgrade
amanin|'1408'||||Montpellier, France|lexismanin|6 years, 9 months|java, kotlin, get
Nareman Darwish|'1090'||||Cairo, Egypt||2 years, 8 months|r, dplyr, dataframe, ggplot2, list, rbind
Usman Zafer|||||Bremen, Germany||3 years, 5 months|android, java
Praveen Sripati|'27813'|520||70.7m|Hyderabad, India|raveensripati|9 years, 3 months|hadoop, mapreduce, hdfs, java
soegaard|'27347'|876||18.0m|Denmark|oegaard|11 years, 8 months|racket, scheme, lisp, sicp, macros, list
Foo Bah|'21520'|465||465.4m|New York, NY||9 years, 4 months|c, c++, gcc, shell, python, php
rvighne|'15440'|155||19.5m|Los Angeles, CA, USA|vighne|8 years, 6 months|html, jquery, css, php, iframe
Kevin Tighe|'15269'|99||99.2m|United States||11 years, 6 months|c#, asp.net, xml, android, .net, html
TYZ|'5253'||||Toronto, ON, Canada|hangyilun|6 years, 4 months|python, pandas, dataframe
Thatkookooguy|'4519'||||Tel Aviv, Israel|ibibit|7 years, 7 months|css, html, angularjs, node.js
Doc|'4563'||||||4 years, 7 months|flutter, dart, java, android
user3601754|'3048'|||||||python, numpy, arrays, opencv
ux.engineer|'2779'||||Tampere, Suomi|x||vue.js, laravel, php, webpack
dassum|'2650'||||Mumbai, Maharashtra, India|umanentc|3 years, 9 months|java, spring
Michael Dautermann|'84755'|2,522||15.2m|Royal Oak, MI|autermann|8 years, 8 months|ios, iphone, xcode, macos, cocoa
Jester|'50243'|1,452||1,452.0m|||9 years, 5 months|assembly, x86, c, x86-64, linux, gcc
Alexandre C.|'50050'|763||38.9m|Paris, France||9 years, 11 months|c++, c, algorithm, math, templates, stl
Julien Hoarau|'44123'|261||13.9m|Sydney NSW, Australia||11 years, 8 months|msbuild, c#, mysql, .net
Ibu|'37423'|1,021||23.0m|Los Angeles, CA|budiallo|9 years, 5 months|php, html, css, mysql, jquery
gexicide|'33361'|||||||java, c++, c++11, generics, templates
boulder_ruby|'31072'|184|107|12.4m|Myrtle Beach, SC||8 years, 2 months|ruby, csv, watir
kamituel|'28513'|447||26.8m|Siedlce, Poland|amituel||bash, linux, android, html, angularjs
Rhythmic Fistman|'27628'|771||35.3m|Leura NSW, Australia|fistman|11 years, 8 months|ios, swift, iphone, audio
grenade|'27166'|133||94.1m|Plymouth, United Kingdom|renade|11 years, 3 months|c#, .net, asp.net, wcf, jquery
BanksySan|'22351'|159||352.6m|Bristol, United Kingdom||9 years, 9 months|c#, .net, mongodb, windows
XCS|'21227'|262||164.6m|Amsterdam, Netherlands||9 years, 10 months|node.js, jquery, html, css, php
Alan Coromano|'19832'|428||428.2m|Colombia||7 years, 8 months|ruby, scala, c#, sinatra, python
arsenal|'19162'|21||420.2m|||9 years, 2 months|java, shell, android, jquery, cassandra
Mike|'19122'|64||61.4m|||10 years, 10 months|iphone, xcode, c
Ian Stapleton Cordasco|'17868'|330||330.4m|Madison, WI|igmavirus|7 years, 5 months|python, github, git
ThomasH|'17212'|205||33.1m|||10 years, 11 months|python, prolog, qooxdoo, regex, unicode
Matt Self|'16144'||||Denver, CO|||node.js, go, graphite, statsd, cassandra
daniu|'10724'||||Germany||6 years, 8 months|java, java-8, junit, spring
FGreg|'9336'||||||8 years, 8 months|java, spring, groovy, jpa, hibernate
dustin.schultz|'9310'|45||45.3m|Salt Lake City, UT, United States|ustinschultz||spring, java
Ryan Taylor|'7776'|57||57.3m|Boston, MA||8 years, 11 months|css, ruby, firebase, html
omeralper|'7180'||||Wrocław, Poland|||angular, html, node.js
flycee|'6279'|27||27.7m|China||5 years, 2 months|python, exception, logging, module, package
crifan|'6285'|94||94.1m|Suzhou, China|rifan|7 years, 9 months|python, ios, macos, java, android
nonybrighto|'3681'||||Nigeria|onybrighto||flutter, dart, android, bloc, php
Andrea Miotto|'3350'||||Venezia, VE, Italia||3 years, 9 months|swift, ios, xcode, swiftui, ios13
Liran H|'3129'|29||26.6m|Israel||6 years, 7 months|reactjs, css, node.js, npm
BadPiggie|'2537'||||Colombo, Sri Lanka|anujan|2 years, 10 months|html, php, jquery, css, ajax
melchiar|'1330'||||||3 years, 2 months|fabricjs, canvas, fabricjs2, upgrade, tsql
Bill Shannon|'26484'|1,528||1,528.4m|Santa Clara, CA|shannon|8 years, 7 months|javamail, java, email, smtp, imap, gmail
Aaron Lelevier|'14308'|208||86.5m|San Diego, CA|aronlelevier|7 years, 5 months|python, django
BullyWiiPlaza|'10119'|239||234.1m|||5 years, 11 months|java, swing, c++, windows, cmake
Cyberwiz|'4793'||||||7 years, 10 months|docker, locust, python, jmeter, java
Aymen TAGHLISSIA|||||Béjaïa, Algérie|||css, angular, html
AgileJon|'49464'|104||104.1m|Camarillo, CA||11 years, 9 months|html, java, linq, c#, wcf
Vincent Savard|'28559'|231||231.8m|Quebec City, Canada||9 years, 7 months|php, string, python, mysql, regex, database
Danil Speransky|'26230'|725||725.7m|Saint Petersburg, Russia|peranskydanil|7 years, 10 months|ruby, html, jquery, css
Matt Solnit|'26188'|100||100.6m|||11 years, 9 months|java, jboss, mysql, hibernate, macos, tomcat
user121196|'25564'|10||241.1m|||10 years, 11 months|java, mysql, php, bash, linux, shell
iainn|'13770'||||London, United Kingdom|nimmo|5 years, 2 months|php, arrays, laravel, curl, date, oop
Michael|'11095'|57||194.9m|LA, United States||6 years, 10 months|python, angularjs, html, list, css
ahbon|'3137'||||Beijing, Chine||2 years, 10 months|python, pandas, dataframe, r
chriskirknielsen|'2230'||||New York, NY, United States|hriskirknielsen||css, html, php, css-grid, sass
ikiK|'1046'||||Zagreb, Croatia||3 years, 6 months|html, css, php, sql, jquery
Jeff Sternal|'44026'|590||10.7m|Northampton, MA||11 years, 5 months|c#, .net, asp.net, oop, jquery
reVerse|'32764'|168||168.1m|Germany||8 years, 8 months|android, java
Jason C|'32317'|874||79.7m|New York, United States||9 years, 3 months|java, c++, arrays, c, swing, android
Kampai|'20237'|302||34.0m|||6 years, 5 months|ios, swift, xcode, iphone, mapkit
Peter Bons|'13158'||||The Netherlands||8 years, 9 months|c#, azure, .net
Christian Fries|'12322'|156||37.7m|Germany|fries|10 years, 5 months|java, iphone, ipad, ios, excel, vba
El Ruso|'5068'||||Kyiv||5 years, 6 months|python, pycharm, mongodb, selenium
oleksa|'1589'||||Kyiv, Ukraine|leksabor|8 years, 9 months|c#, asp.net, wpf
jathanism|'28510'|361||361.6m|California, United States|athanism|10 years, 7 months|python, django, list, suds, string
Benjamin Muschko|'27486'|210||19.9m|Denver, CO, United States|muschko|9 years, 6 months|gradle, java, groovy, android, tomcat
Sangram Nandkhile|'13241'|135||82.1m|Melbourne VIC, Australia|msangram|9 years, 9 months|c#, winforms, html, asp.net, excel
shiva kumar|'8548'||||BANGALORE|||git, ruby, object
Farhad Faghihi|'8304'|213||16.5m|Calgary, AB, Canada|arhad||git, android, java
darkpool|'7474'||||||5 years, 7 months|python, django, pandas
Hans Olsson|'6148'||||Lund, Sweden||4 years, 6 months|modelica, dymola, c++, c, algorithm
NarendraR|'5872'||||Ahmedabad, Gujarat, India||4 years, 11 months|selenium, java, python, xpath
zivkan|'5843'|||||ivkan|6 years, 8 months|nuget, c#, .net-core, .net
frodo2975|'5685'||||||7 years, 3 months|css, html, angularjs, angular, jquery
Vishwa Ratna|'3958'||||Kolkata, West Bengal, India|ishwaratna||java, java-8, c#, asp.net, maven
Diogo Rocha|'3507'||||Braga, Portugal|||cypress, c#, linux, java
Shrek Tan|'2378'||||Beijing, 北京市中国|hrektan|2 years, 6 months|r, dt, shiny, checkbox, encoding
Kishan Bharda|'2195'||||Rajkot, Gujarat, India|ishanbharda|2 years, 11 months|reactjs, android
High Performance Mark|'71909'|2,078||2,078.6m|Edinburgh, United Kingdom||11 years, 6 months|fortran, matlab, fortran90, algorithm, arrays, c++
Josh Close|'18740'|138||108.6m|Minneapolis, MN||11 years, 3 months|c#, csv, csvhelper, .net
dhilt|'11200'||||St. Petersburg, Russia|hilt|6 years, 4 months|angular, arrays, jquery, reactjs
Tony Tannous|'9022'|176||71.2m|||3 years, 11 months|c++, c, linux, python
Stephane|'4202'||||Montreal|||flutter, android, c#, docker, fabricjs
WillD|'1631'||||Chicago, IL, USA||2 years, 4 months|html, css, reactjs, jquery, angular
Jakob Nissen|'1444'||||Copenhagen, Denmark|akobnissen|1 year, 4 months|julia, python, types, arrays
Will|'1039'||||Brisbane QLD, Australia||5 years, 2 months|reactjs, css
Laurence|'52951'|996||64.6m|Sydney, Australia|aurencei|8 years, 2 months|laravel, php, laravel-4, laravel-5, eloquent
Mosty Mostacho|'37652'|987||14.0m|La Plata, Argentina||10 years, 4 months|mysql, sql, htmlunit, java, php, group-by
Peter Eisentraut|'29597'|411||411.7m|Pennsylvania|etere||sql, homebrew, database, python, autoconf
Tor Valamo|'29015'|333||333.7m|Norway|orvalamo|10 years, 6 months|python, node.js, html, css, php
Jake Pearson|'22847'|144||83.8m|Boulder, CO|akepearson|11 years, 10 months|c#, .net, winforms, wpf, generics
Patan|'12411'|353||353.7m|||8 years, 2 months|tridion, xslt, spring, xslt-1.0
Fabio Lamanna|'12256'|172||82.1m|Treviso, TV, Italia|blamanna|6 years, 9 months|python, pandas, dataframe, csv, neo4j, cypher
Jo Sprague|'12031'|41||48.4m|Remote|ocaljo|9 years, 10 months|html, lodash, css, reactjs, node.js
vico|'11961'|943||943.6m|Lithuania||7 years, 11 months|c++, java, c#, eclipse, mfc
Cmag|'10842'|68||221.9m|||9 years, 3 months|node.js, python, go
Noel Llevares|'9619'||||Sydney, New South Wales, Australia|ashmug|8 years, 3 months|node.js
vmonteco|'9166'||||Nantes, France|monteco|6 years, 5 months|docker, python, django, macos
Eka|'8820'|11||221.6m|||8 years, 7 months|python, keras, r, xts, pandas, numpy
0leg|'8303'|71||186.1m|||8 years, 10 months|android, django, reactjs, python, dojo
Stéphane de Luca|'8109'|105||191.2m|Paris, France|tephanedeluca|6 years, 11 months|ios, swift, css, xcode, html, angularjs
Fan Cheung|'6846'||||北京市, Beijing, 中国||2 years, 8 months|rxjs, angular, rxjs6
JL Peyret|'5641'||||Vancouver, Canada|peyret||python, macos, django, sql
Ravi Makwana|'1578'|96||96.2m|Ahmedabad, Gujarat, India||3 years, 10 months|html, arrays, css, jquery, c#
Michał Marczyk|'78694'|774||774.0m|||10 years, 5 months|clojure, python, java, emacs, lisp
Randy Minder|'41648'|731||546.5m|Ohio||10 years, 9 months|sql, tsql, c#, database
Alin Purcaru|'38636'|525||11.3m|Munich, Germany|esmerizero||php, css, html, regex, mysql
Alex F|'37334'|739||199.8m|||10 years, 3 months|c++, c#, c, .net, winapi
umläute|'20704'|599||86.2m|Austria||8 years, 4 months|linux, debian, bash, git, python, shell
GG.|'15878'|313||78.8m|Mexico City, CDMX, Mexico||9 years, 3 months|reactjs, html, jquery, css, php
antak|'13552'|117||48.8m|Yokohama, Kanagawa Prefecture, Japan||8 years, 7 months|git, bash, shell, python, java, c
Harry Ninh|'11974'||||Australia||10 years, 6 months|angular, rxjs
Daniel|'6945'||||Seckenheim, Germany|nterprisebug|8 years, 5 months|c#, .net-core, azure, asp.net
Ben|'6670'|29||50.1m|Sydney, Australia|otionparallax|7 years, 6 months|pandas, python, html, css
DeducibleSteak|'1226'||||||7 years, 8 months|c++, c++17, for-loop, templates
Josef Pfleger|'71239'|211||19.1m|Vienna, Austria|o||android, xml, java, html, c#
Sushanth --|'52529'|2,496||16.2m|San Francisco, CA, United States||8 years, 9 months|jquery, html, css, ajax
Thomas|'38308'|868||12.7m||eeper||r, dataframe, knitr, plot, latex
Carl Zulauf|'38090'||||Denver, CO, United States|arlzulauf|9 years, 2 months|redis, caching, ruby
htanata|'32982'|110||110.0m|San Francisco Bay Area|tanata|11 years, 9 months|git, ruby, rubygems, ubuntu
Richard H|'32368'|325||104.8m|London, United Kingdom||10 years, 8 months|java, regex, html, php, mysql
M Perry|'27535'||||||10 years, 3 months|c++, qt, scoping
T.T.T.|'27135'|51||253.8m|United States||11 years, 5 months|c++, c, html, windows, winapi
Sandeep|'23179'|51||51.7m|Dublin, Ireland||10 years, 6 months|python, datetime, django, arrays, ssh
ok2c|'22997'|478||478.4m|Zurich, Switzerland|k||java, android, http
coderex|'22741'|14||212.6m||||html, php, flash
bestattendance|'21743'|10||10.6m|Minneapolis, Minnesota United States||11 years, 6 months|php, css, java, kohana-3, java-me, silex
Asim Zaidi|'21204'|45||552.0m|Aurora, CO, USA||10 years, 2 months|jquery, php, jquery-ui, cakephp
Christian Studer|'20937'|55||38.7m|Switzerland|studer|11 years, 8 months|php, jquery, xss, mysql, css
Dan Goldstein|'19953'|21||21.3m|New York, United States||11 years, 8 months|r, r-faq, export, structure, dataframe
Znarkus|'19684'|161||114.8m|Stockholm, Sweden||10 years, 11 months|php, css, html, jquery, regex
James|'19319'|84||94.6m|The World|ndino|10 years, 2 months|bash, node.js, php, linux, java
Lorenz Lo Sauer|'19008'|152||26.7m|Rheinland-Pfalz, Alemania|sauer|8 years, 9 months|string, c#, django, python, html
Zach Hirsch|'18157'|48||48.6m|California||11 years, 5 months|python, html, c, c++, linux
SuperString|'16331'|182||182.2m|||10 years, 5 months|ios, css, c, python, c++
Arefin|'15485'||||Stockholm, Sweden|||android, shapes, parallels, localhost, macos
kakarukeys|'14061'|15||27.5m|Singapore||9 years, 7 months|html, python, windows, clojure
Chang She|'13154'|100||100.5m|New York||8 years, 2 months|pandas, python, dataframe, numpy
The Woo|'12979'|92||92.7m|||10 years, 7 months|c#, arduino, string, python, xml
derfred|'12675'||||Berlin, Germany|erfred|11 years, 8 months|jquery, ruby, tdd
daouzli|'11360'|||||adadel|7 years, 8 months|python, docstring, c, regex
Pawel Dubiel|'11275'|82||82.2m|Warsaw, Poland|awel||php, node.js, jquery, magento, mysql
Jeff|'10515'|11||14.0m|||9 years, 7 months|nosql, nginx, c, c++, node.js
Daishi|'7110'||||||7 years, 4 months|php, symfony, shell, git, phantomjs
absiddiqueLive|'6531'|28||28.5m|Manikganj, Dhaka Division, Bangladesh|bsiddique|6 years, 6 months|laravel, laravel-5, mysql, pdo, php
Paul Wasilewski|'6308'|115||12.2m|Hamburg, Germany|||java, mongodb, jpa, hibernate, rest
Swift - Friday Pie|'6021'||||Moscow, Russia||6 years, 9 months|c++, c++11, templates, c, qt, pointers
bluesummers|'5695'||||Israel|liorc|4 years, 8 months|python, keras, android, django
Guillem Xercavins|'5025'||||Barcelona, Spain|xercavins|4 years, 2 months|python
N8FURY|'5040'||||Srilanka|||jquery, html, css, parallax, menu
sbha|'4972'|112||10.8m|Minneapolis, MN, USA|bha|6 years, 6 months|r, dataframe, r-faq, dplyr, string, na
winklerrr|'4257'|77||34.3m|Schwörstadt, Germany|inklerrr|6 years, 2 months|python, java, excel, android
Chris Saxon|'4010'||||UK||7 years, 11 months|oracle, sql, plsql, oracle11g, oracle12c, json
Jackpap|'3437'||||||7 years, 5 months|flutter, qstring, qt, string, c++
Muhammad Adil Sattar|'3021'||||||2 years, 5 months|android
matthPen|'2832'||||Homécourt, France|penicaud||mongodb, mongoose, node.js
Jan Rieke|'2808'||||Hamburg, Deutschland|anrieke|1 year, 11 months|lombok, java, jackson, spring, builder
meyi|'2822'||||United States|ymt|2 years, 2 months|dart, final, java, reactjs, css
Siviwe|'2554'||||Cape Town, South Africa||1 year, 11 months|
Matthaus Woolard|'1403'||||New Zealand|ishnash|4 years, 10 months|django, paw-app, websocket, python
PALAK Mobile Team Leader|'1043'||||Ahmedabad, Gujarat, India||4 years, 3 months|swift, ios, iphone, xcode
dhg|'49432'|566||16.1m|New York, NY, United States|hgarrette|10 years, 4 months|scala, nlp, python, java
Chase Florell|'41003'|624||426.6m|Enderby, BC, Canada||10 years, 11 months|asp.net, c#
Craig Otis|'26067'|257||240.7m|Boston, MA, United States|raigotis|11 years, 2 months|swift, xcode, iphone, ios, java
Kirit Modi|'19615'|250||66.2m|Ahmedabad, India|iritmodi|6 years, 11 months|ios, swift, iphone, xcode
Hendy Irawan|'15894'|154||22.7m|Indonesia||10 years, 11 months|java, python, spring, maven
Alan Burstein|'6235'||||Chicago, IL, United States||6 years, 10 months|tsql, sql, xml
vith|'3823'||||||5 years, 4 months|docker, python, twitter
yashthakkar1173|'2572'||||Ahmedabad, Gujarat, India|ashthakkar|3 years, 2 months|flutter, dart, android, firebase, gradle
simibac|'2293'||||Zürich, Switzerland||3 years, 10 months|github, swiftui, swift, ios, bash, xcode
dale landry|'1337'||||San Diego, CA, United States||7 years, 10 months|php, html, css, jquery, arrays
Daniel Geffen||||||||python, pandas, dataframe, reactjs
Michael Madsen|'49711'|395||395.4m|Frankfurt am Main, Germany||11 years, 7 months|c#, .net, php, mysql, java, windows
Gabe|'45050'|739||110.4m|Illinoise|||c#, jquery, html, asp.net
Alexander Kulyakhtin|'44971'|946||163.5m||||android, java
leemes|'40280'|505||98.9m|Germany||9 years, 4 months|c++, qt, c++11, c, templates, vector
newfurniturey|'31841'|643||643.9m|New York|ewfurniturey|7 years, 11 months|mysql, php, regex, c#, string
Jorge Israel Peña|'30416'|408||64.5m|Los Angeles, CA, USA|laenk||rust, ruby, c++, iphone
Jack Edmonds|'25613'|213||39.9m|Brooklyn, NY||11 years, 4 months|java, mysql, c++, python, string, c
